Interval End,Yarrawonga Offtake Pump station,Yarrawonga Wastewater Winter Storage - Irrigation,Non Potable Offtake Water Pump Station (purple pipe),Wangaratta Kerr St Tanks,Wangaratta Wastewater Purification Plant,Myrtleford Buffalo Creek Sewer Pump Station,Baranduda Low Level Water Pump Station,Wodonga (Baranduda) Wastewater Purification Plant,Mount Beauty Wastewater Purification Plant,Bright Wastewater Purification Plant,Wangaratta - Phillipson St Storage  Clear Water Pump Station,Myrtleford Water Treatment Plant & Reservoir,Corryong Water Treatment Plant - Water Storage 3,Wodonga Head Office,Bright Water Treatment Plant & Off stream storage,Wodonga Raw Water Pump Station,Wangaratta Offtake / Treatment Plant / Distribution Pumping,Benalla Wastewater Purification Plant / Farm,Wangaratta Wastewater Purification Plant,Wangaratta Swan St Sewer Pump Station,Wangaratta Trade Waste Treatment Plant,Wahgunyah Wastewater Purification Plant,Wodonga Pump Station 01,Wahgunyah Water Treatment Plant,Wodonga High Level Water Pump Station,Corryong Offtake Sewer Pump Station (Nariel Creek),Wodonga Water Treatment Plant,Benalla Water Treatment Plant,Myrtleford Wastewater Purification Plant - Area 2 (Depot),Yarrawonga Water Treatment Plant,Wodonga West Wod Wastewater Purification Plant
Tue 01 Jan 2019 00:00,0.022,4.224,0.632,1.152,15.488,16.789,43.12,16.032,14.048,29.1,3.223,3.936,3.528,10.048,33.568,297.24,26.352,19.44,32.479,12,30.232,14.584,18.192,2.608,103.784,4.82,7.76,3.828,14.304,12.944,214.2
Tue 01 Jan 2019 00:30,0.022,4.2,0.512,1.311,15.488,16.747,42.943,11.584,11.263,29.1,3.312,3.68,3.67,10.624,59.904,297.3,27.928,19.488,32.32,0.288,30.167,14.544,17.428,2.99,103.672,4.81,7.7,3.852,22.959,25.928,217
Tue 01 Jan 2019 01:00,0.02,4.184,0.975,1.28,15.424,16.678,42.799,12.56,18.048,29,3.352,3.902,3.287,10.687,67.616,296.98,40.112,19.624,32.256,7.992,29.863,14.558,14.772,2.732,103.344,4.8,7.68,3.876,22.32,13.664,217
Tue 01 Jan 2019 01:30,0.022,1.136,0.904,1.312,15.456,16.643,42.671,12.479,15.936,29,3.382,3.711,3.432,10.655,61.312,296.78,58.272,19.696,32.223,7.663,29.903,14.544,14.676,3.668,103.592,4.78,7.72,3.876,13.503,25.296,220.2
Tue 01 Jan 2019 02:00,0.022,0.608,0.751,1.184,15.36,16.628,42.832,10.104,8.992,29.1,3.912,3.711,3.367,10.56,62.111,297.16,56.952,19.632,32.288,0.288,29.984,14.584,14.796,2.733,103.6,4.78,7.62,3.868,13.664,12.064,222.6
Tue 01 Jan 2019 02:30,0.02,0.175,0.647,1.248,15.424,16.583,42.56,10.048,8.416,29.1,3.616,3.775,3.552,9.92,62.687,297.28,37.44,19.592,32.415,10.144,29.776,14.527,12.552,2.962,103.504,4.77,7.58,3.892,13.632,15.376,215.4
Tue 01 Jan 2019 03:00,0.022,0.303,0.51,1.248,15.36,16.518,42.272,10.079,18.464,29.3,3.559,4,3.496,10.304,34.464,297.36,20.92,19.486,32.032,0.288,29.824,14.488,12.076,2.84,103.256,4.77,7.74,3.86,13.664,21.128,215.4
Tue 01 Jan 2019 03:30,0.02,9.288,1.144,1.248,15.456,16.496,29.6,9.983,11.072,29,3.624,3.615,3.528,10.432,27.04,297.76,22.92,19.576,32.703,0.352,28.255,14.528,12.3,2.595,103.432,4.76,7.68,3.812,13.648,12.56,217.7
Tue 01 Jan 2019 04:00,0.022,9.327,1.216,1.312,15.392,16.425,0.894,9.872,10.719,29.1,4.375,3.616,3.599,10.336,27.52,268.06,22.056,19.4,32.608,9.495,17.536,14.504,11.112,45.258,103.096,4.77,7.78,3.88,13.776,24.488,215.4
Tue 01 Jan 2019 04:30,0.022,9.312,2.104,1.248,15.36,16.361,0.894,7.112,11.808,28.9,3.847,3.807,3.472,9.759,10.944,168.24,22.536,19.327,32.223,0.288,17.496,14.496,10.612,89.322,102.784,4.75,7.52,3.864,13.52,13.24,212.3
Tue 01 Jan 2019 05:00,0.02,9.48,2.168,1.216,15.392,16.349,0.894,9.568,14.944,29,3.974,3.615,3.4,10.016,7.392,77.08,22.712,19.352,32.383,0.288,13.664,14.52,10,90.504,102.832,4.74,8.5,3.828,13.632,26.536,211.2
Tue 01 Jan 2019 05:30,0.022,19.232,2.216,1.152,16.32,16.27,0.894,6.744,12.896,29,4.127,3.616,13.991,9.888,7.808,0.84,47.608,19.416,32.127,0.743,7.608,14.496,9.624,92.145,76.984,4.75,7.42,4.244,13.648,13.456,204.9
Tue 01 Jan 2019 06:00,3.236,19.367,2.184,1.12,15.52,16.192,0.879,6.832,11.648,28.9,3.84,3.871,14.776,43.104,7.872,0.86,55.32,19.536,32.351,11.335,7.703,14.416,10.228,93.925,55.768,4.74,7.56,3.804,14.224,35.768,210.6
Tue 01 Jan 2019 06:30,23.67,19.504,2.112,1.087,15.744,16.205,0.894,6.784,7.744,29.1,4.24,3.68,14.92,52.896,7.168,0.94,54.872,19.84,32.16,0.288,7.655,14.423,9.948,89.852,55.88,4.74,7.44,3.796,23.024,58.288,205.8
Tue 01 Jan 2019 07:00,23.604,31.24,2.096,0.991,15.872,16.54,0.879,6.864,17.215,28.9,4.271,3.744,14.591,47.648,7.232,0.9,21.128,19.576,32.672,0.288,7.76,14.423,10.34,91.208,55.712,4.73,7.52,3.756,22.368,69.872,201.9
Tue 01 Jan 2019 07:30,23.588,53.032,1.839,1.12,15.424,0.223,0.879,6.648,13.919,28.8,3.832,4.607,15,42.752,7.583,0.94,20.76,19.792,32.8,11.608,7.743,14.439,11.08,82.139,7.04,4.73,40.12,3.824,13.552,79.08,205.4
Tue 01 Jan 2019 08:00,23.53,53.064,2.144,1.088,15.839,0.014,0.864,6.928,8.032,28.8,4.624,5.984,27.752,40.032,8.768,1.02,19.896,19.536,32.288,0.28,7.719,14.392,11.12,83.04,0.848,4.73,85.58,3.792,13.6,83.104,203.5
Tue 01 Jan 2019 08:30,23.566,53.224,1.424,1.184,15.488,0.013,0.864,6.944,11.36,28.6,5.664,17.663,26.895,36.576,7.648,1.02,64.544,19.328,32.288,12.608,7.752,14.48,13.076,80.841,0.848,4.72,86.1,3.76,13.712,67.976,205.6
Tue 01 Jan 2019 09:00,23.502,35.776,1.016,1.184,15.807,0.013,0.848,6.936,15.71,28.8,6.087,19.327,20.096,36.831,7.264,1.08,54.536,19.304,32.319,9.064,7.735,14.456,14.136,92.037,0.84,4.73,86.18,3.74,13.696,69.992,208.4
Tue 01 Jan 2019 09:30,23.528,9.28,1.495,1.216,15.456,0.013,0.832,11.256,10.944,28.8,6.08,18.496,15.856,42.335,7.967,1.2,53.016,19.24,32.126,1.744,7.919,14.488,15.88,60.485,0.832,4.71,85.12,22.496,13.696,72.44,216.6
Tue 01 Jan 2019 10:00,23.518,9.208,1.8,1.216,15.872,0.013,0.815,6.904,13.728,28.8,6.208,19.424,15.663,12.672,42.752,1.16,26.392,19.263,32.16,14.016,8.096,14.448,20.3,3.022,0.832,4.7,84.78,31.888,13.744,68.032,229.3
Tue 01 Jan 2019 10:30,23.524,9.208,1.736,1.216,15.967,0.013,34.719,6.823,11.872,28.8,6.288,19.392,17.032,11.2,60,149.62,30.672,19.2,32.288,15.904,8.232,14.432,21.072,3.193,22.784,4.7,85.04,32.108,13.408,71.832,234.3
Tue 01 Jan 2019 11:00,23.51,9.232,1.96,1.216,15.552,0.013,38.752,6.968,12.64,28.8,5.751,19.103,19.08,17.408,61.887,168.64,30.888,19.279,32.096,11.679,21.312,14.464,22.404,39.669,53.032,4.69,85.3,32.416,13.616,74.984,240
Tue 01 Jan 2019 11:30,23.494,19.127,1.648,1.248,15.967,0.014,38.592,6.96,12.639,28.9,5.927,19.967,17.824,18.592,62.655,168.48,45.72,19.238,31.743,3.895,20.631,14.472,25.124,92.52,52.944,4.69,85.5,32.696,13.647,71.472,241.8
Tue 01 Jan 2019 12:00,9.956,19.2,2.039,4.415,15.614,0.013,38.48,6.92,10.047,28.7,5.672,19.712,15.391,18.464,63.808,168.38,64.744,19.158,31.648,13.127,20.904,14.504,26.016,90.79,52.872,4.68,85.74,32.716,14.24,53.512,242.3
Tue 01 Jan 2019 12:30,0.02,18.84,1.928,11.712,16.062,0.012,38.496,11.527,11.231,28.7,5.664,19.392,16.272,18.24,62.72,168.66,65.848,19.08,31.871,7.792,20.079,14.488,26.256,31.63,52.96,4.66,85.28,33.448,22.944,34.92,239.1
Tue 01 Jan 2019 13:00,0.022,18.952,1.488,11.712,15.71,0.012,38.447,6.888,14.496,28.7,5.504,19.68,12.816,12.48,62.816,168.64,63.896,19.096,31.646,4.055,8.488,14.472,23.876,3.047,52.976,4.64,86.02,33.16,22.416,43.224,235.9
Tue 01 Jan 2019 13:30,0.02,19.064,1.519,11.68,15.999,0.012,38.352,6.912,12.96,28.7,5.495,19.999,4.015,12.831,51.264,225.28,62.872,19.104,32,10.152,8.544,14.52,26.024,3.191,52.968,4.63,85.52,12.028,13.791,41.176,230
Tue 01 Jan 2019 14:00,0.022,19.032,1.527,11.68,16.288,0.012,35.903,6.912,11.744,28.7,5.598,19.231,3.92,13.088,28.415,297.18,48.912,19.144,32.447,0.28,8.656,14.623,22.328,2.976,53.024,4.63,85.88,3.728,13.84,30.848,239.2
Tue 01 Jan 2019 14:30,9.424,19.151,1.464,11.744,16.288,0.012,0.815,6.928,11.072,28.9,5.67,20.576,3.928,13.536,28.608,297.18,34.848,19.208,32.672,10.504,8.712,14.592,22.104,3.172,53.12,4.63,86.44,3.76,13.791,46.424,235.7
Tue 01 Jan 2019 15:00,23.52,19.16,1.167,6.176,17.887,0.012,0.798,6.92,14.08,28.8,5.911,19.967,3.864,14.336,27.648,296.3,65.728,19.311,32.639,12.752,8.616,14.608,23.564,3.201,53.016,4.63,86.4,3.776,13.536,62.208,234.6
Tue 01 Jan 2019 15:30,23.512,10.144,1.335,1.28,17.695,0.012,0.798,6.896,10.432,28.8,5.783,16.128,3.816,14.624,22.656,296.6,63.744,19.44,32.32,0.28,8.832,14.647,18.976,3.258,53.088,4.62,86.14,3.752,13.632,69.376,233.6
Tue 01 Jan 2019 16:00,23.484,12.847,1.424,1.28,17.76,0.012,0.798,6.936,12.832,28.8,5.967,4.832,4.063,14.496,18.336,296.28,56.696,19.4,32.286,3.624,8.952,14.6,18.092,3.376,52.976,4.61,84.6,3.748,13.6,71.104,233.5
Tue 01 Jan 2019 16:30,23.532,10.32,1.648,1.216,17.823,0.012,0.782,6.96,13.952,28.6,6.504,4.672,4.055,15.295,10.815,32.74,58.288,19.424,32.479,7.384,8.608,10.16,19.58,3.296,6.504,4.6,90.92,3.712,13.488,72.68,230.3
Tue 01 Jan 2019 17:00,23.496,10.28,1.376,1.248,17.632,0.012,0.798,6.96,11.136,28.6,6.784,4.672,3.992,15.008,11.135,1.44,80.648,19.472,32.288,0.304,8.752,6.448,18.272,3.616,0.816,4.61,86.14,3.664,13.648,83.312,225.4
Tue 01 Jan 2019 17:30,23.526,0.632,1.32,1.248,15.808,0.012,0.815,11.528,13.343,28.6,7.111,4.831,5.951,12.894,11.295,1.38,65.584,19.688,32.512,14.455,8.816,6.448,17.48,3.187,0.816,4.61,86.54,3.708,13.712,94.656,226.1
Tue 01 Jan 2019 18:00,23.47,0.576,1.463,1.216,15.775,0.013,0.815,6.928,15.296,28.3,8.647,4.639,15.52,12.736,11.52,1.28,59.288,19.52,32.415,10.88,8.72,6.439,19.896,3.48,0.816,4.61,85.98,20.64,14.208,95.456,228.9
Tue 01 Jan 2019 18:30,23.518,0.576,1.703,1.248,15.808,0.013,0.832,6.968,8.768,28.4,9.352,4.512,15.272,12.735,33.344,1.28,59.968,19.328,32.063,0.816,8.656,10.671,19.596,77.031,0.824,4.61,35.5,31.788,23.039,85.888,220.3
Tue 01 Jan 2019 19:00,23.534,0.568,2.072,1.248,15.808,0.013,0.815,6.92,13.375,28.4,9.526,4.48,15.168,12.32,61.056,1.26,53.04,19.256,32.448,13.52,8.718,14.272,21.036,82.083,0.816,4.61,8.52,31.952,22.48,81.912,221
Tue 01 Jan 2019 19:30,23.568,0.56,2.12,1.28,15.68,0.013,0.815,6.92,12.832,28.5,10.592,4.608,15.152,11.968,60.128,1.24,71.536,19.335,32.16,0.848,8.528,14.374,24.924,74.711,0.816,4.61,8.4,31.944,13.728,88.248,225.6
Tue 01 Jan 2019 20:00,23.544,0.544,2.344,1.28,15.647,0.014,0.815,6.912,7.968,28.4,9.063,4.32,15.048,13.696,59.744,1.2,62.712,19.44,32.382,12.912,8.496,14.455,24.476,41.78,0.816,4.62,8.06,32.108,14.128,85.256,219.8
Tue 01 Jan 2019 20:30,23.518,0.536,2.368,1.408,15.807,0.013,0.815,6.944,12.511,28.6,9.496,4.319,20.487,13.12,59.616,1.2,58.648,19.48,32.48,1.872,8.504,14.368,23.756,73.386,52.616,4.63,8,32.612,13.983,77.536,219.1
Tue 01 Jan 2019 21:00,23.532,0.943,2.128,1.376,15.71,0.014,0.815,6.944,13.247,28.7,7.303,5.118,23.568,13.152,59.36,1.12,79.544,19.432,31.968,8.56,8.264,14.495,23.74,81.682,53.672,4.62,8,32.368,13.984,66.688,217.9
Tue 01 Jan 2019 21:30,23.552,0.536,2.088,5.216,15.678,16.331,0.832,18.04,11.903,28.9,6.207,4.448,15.424,11.712,59.712,1.14,73.944,19.584,31.519,9.36,8.296,14.448,23.356,81.879,53.84,4.63,7.82,13.704,14.032,67.16,217.6
Tue 01 Jan 2019 22:00,23.538,0.519,1.448,11.84,15.678,16.394,0.848,13.6,13.503,28.6,4.96,4.255,15.998,11.072,61.984,1.1,61.976,19.544,31.775,12.008,9.456,14.448,24.172,78.499,53.864,4.63,7.84,31.98,14.08,63.472,222.4
Tue 01 Jan 2019 22:30,23.528,0.424,1.032,11.808,15.615,16.36,0.832,13.288,8.992,29.1,3.896,4.256,15.8,10.911,62.624,1.1,60.336,19.44,32.191,0.376,18.088,14.48,23.432,83.453,53.832,4.63,7.84,32.436,13.568,51.512,220
Tue 01 Jan 2019 23:00,5.82,0.312,0.951,11.744,15.646,16.314,0.832,19.599,10.528,29.2,3.112,4.224,18.6,10.88,29.824,1.08,47.656,19.648,32.287,0.352,29.944,14.512,20.392,81.505,53.856,4.62,7.6,32.732,13.776,31.832,225
Tue 01 Jan 2019 23:30,0.022,0.296,0.863,11.712,15.646,16.3,38.576,12.384,14.304,29.2,2.999,4.319,17.512,10.592,27.648,259,25.264,19.712,32.48,11.152,30.215,14.504,21.084,81.27,134.864,4.62,9.18,33.112,13.727,26.992,220.2
Wed 02 Jan 2019 00:00,0.022,0.288,0.703,7.04,15.646,16.294,43.232,15.024,12.544,29,3.08,3.872,14.24,10.623,28.96,296.96,24.784,19.584,32.864,0.288,30.095,14.56,24.716,88.999,145.384,4.62,7.38,33.216,14.4,14.368,219.7
Wed 02 Jan 2019 00:30,0.02,0.288,0.712,1.184,15.614,16.316,42.976,11.536,8.48,29,3.664,3.807,15.848,10.303,29.888,296.42,24.976,19.616,32.544,10.192,29.896,14.456,21.008,90.61,144.84,4.62,7.4,11.392,22.944,27.216,214.5
Wed 02 Jan 2019 01:00,0.022,0.288,0.399,1.376,15.646,16.257,42.799,12.255,12.959,29.1,3.496,3.968,15.831,10.815,17.439,296.82,25.44,19.528,32.03,0.288,30.328,14.359,17.14,92.104,144.824,4.61,7.38,3.852,22.431,13.624,221.7
Wed 02 Jan 2019 01:30,0.022,0.263,0.887,1.184,15.615,16.252,42.591,12.576,14.656,29.1,3.536,3.808,14.039,11.04,9.632,296.58,55.752,19.696,32.511,0.28,30.663,14.48,17.884,92.365,144.32,4.63,7.42,3.808,13.935,25.136,221.9
Wed 02 Jan 2019 02:00,0.02,0.238,1.152,1.216,15.614,16.259,42.512,11.36,9.984,29.1,3.495,3.807,11.375,10.88,8.096,296.76,57.256,19.824,32.351,0.288,29.943,14.632,18.016,91.315,144.04,4.62,7.98,3.844,13.936,12.944,222
Wed 02 Jan 2019 02:30,0.022,0.231,1.304,1.248,15.646,16.277,42.416,10.224,8.256,29,3.448,3.808,3.384,10.112,7.84,296.86,58.168,19.936,32.352,7.456,30.174,14.631,16.364,88.434,144,4.62,7.32,3.852,14.144,25.192,214.1
Wed 02 Jan 2019 03:00,0.022,0.344,0.656,1.216,15.488,16.263,42.238,10.279,13.599,29.2,3.559,4.224,1.943,10.303,7.904,296.12,30.936,19.984,32.352,2.28,29.752,14.664,13.572,90.16,143.616,4.63,7.26,3.864,14.207,12.328,217.3
Wed 02 Jan 2019 03:30,0.02,9.232,1.232,1.248,15.583,16.306,42.096,10.096,11.552,29.1,3.472,4,3.072,10.432,7.584,296.32,23.904,19.976,32.384,0.28,28.304,14.615,14.196,87.721,103.512,4.63,7.32,3.82,13.872,18.312,212.7
Wed 02 Jan 2019 04:00,0.022,9.152,1.336,1.344,15.488,16.766,41.968,8.127,13.278,28.5,3.64,3.744,11.111,10.208,7.168,296.38,23.28,19.984,32.543,0.288,17.72,14.496,12.516,92.246,103.448,4.63,7.26,4.308,13.824,18.696,208.9
Wed 02 Jan 2019 04:30,0.022,9.12,2.192,1.152,15.488,16.747,41.888,8.88,9.312,28.4,3.815,3.904,14.808,9.983,7.328,296.18,23.904,20.086,32.576,10.584,17.84,14.544,12.74,48.811,103.232,4.63,33.76,3.888,13.696,21.248,211.4
Wed 02 Jan 2019 05:00,0.022,9.296,2.128,1.28,15.488,16.749,42.192,9.872,11.648,28.4,3.936,3.679,14.92,10.304,7.294,295.9,34.808,20.119,32.223,0.296,13.648,14.592,11.844,3.218,103.232,4.62,85.9,3.856,13.632,20.144,199.3
Wed 02 Jan 2019 05:30,0.022,19.176,2.168,1.055,16.095,16.745,42.08,6.704,14.942,28.3,5.88,8.607,14.84,10.048,7.904,296.3,70.664,20.112,32.19,0.28,7.928,14.623,12.292,3.199,102.904,4.64,85.1,3.812,13.694,30.216,190.7
Wed 02 Jan 2019 06:00,19.616,23.839,2.168,1.12,15.936,16.708,41.936,6.846,12.927,28.2,6.048,19.36,14.944,46.304,7.328,296.24,75.888,20.175,32.383,10.04,7.927,14.6,14.184,2.966,102.544,4.63,85.32,3.796,14.384,57.048,197.5
Wed 02 Jan 2019 06:30,23.62,24.263,2.039,10.239,15.456,16.696,42.127,6.88,8,28.4,7.368,19.488,15.408,60,6.976,296.82,86.072,20.055,31.839,0.28,7.808,14.56,12.852,37.656,102.6,4.63,85.24,3.768,23.118,64.568,201.7
Wed 02 Jan 2019 07:00,23.59,24.56,2.064,26.591,15.904,16.665,39.6,6.871,21.215,28.3,9,19.552,20.344,56.512,7.647,296.64,72.648,20.016,32.384,5.744,7.888,14.64,14.556,92.503,102.296,4.63,85.74,3.712,22.496,66.8,211.4
Wed 02 Jan 2019 07:30,23.512,24.654,1.999,18.335,15.872,0.198,0.832,6.792,15.135,28.4,8.528,24.063,23.672,57.152,45.087,34.9,94.28,19.96,32.223,5.239,7.952,14.608,18.656,92.452,14.616,4.64,83.68,4.32,13.76,68.328,214.2
Wed 02 Jan 2019 08:00,23.478,24.52,2.127,22.175,15.52,0.012,0.815,6.776,9.312,28.3,7.576,23.776,14.112,55.455,59.232,1.2,84.6,19.919,31.999,14.424,7.92,14.647,19.396,92.129,0.832,4.64,91.16,6.328,14.128,78.608,212.4
Wed 02 Jan 2019 08:30,23.498,24.576,2.072,22.848,16.031,0.012,0.798,6.928,13.247,28.5,7.606,23.008,16.711,53.6,59.999,1.14,94.656,19.856,32.287,10.904,8.088,14.631,23.248,87.928,0.832,4.63,85.6,33.48,13.984,72.2,218.7
Wed 02 Jan 2019 09:00,23.46,24.456,1.976,22.111,15.551,0.012,0.815,6.872,20.416,28.3,7.96,24.448,20.015,52.864,59.615,1.16,92.28,19.936,32.224,0.375,8.047,14.607,11.244,84.736,0.824,4.64,86.34,34.248,13.967,76.592,221
Wed 02 Jan 2019 09:30,23.478,14.168,1.486,21.984,16.095,0.012,0.798,11.344,17.056,28,8.008,21.311,18.048,54.784,60.48,1.2,82.08,19.872,32.095,17.56,8.104,14.464,20.18,52.571,0.824,1.23,86,34.584,13.936,91.944,228.2
Wed 02 Jan 2019 10:00,23.46,14.184,1.583,20.768,15.647,0.012,0.782,6.944,18.496,28.7,7.527,21.92,20.208,47.648,60,1.22,79.92,19.928,32.031,11.504,8.183,14.488,26.38,74.296,0.824,1.75,86.7,34.34,14.127,99.184,238.9
Wed 02 Jan 2019 10:30,23.502,14.255,1.351,28.031,16.063,0.012,34.847,6.888,13.695,29.7,5.888,21.087,20.232,47.488,54.88,149.58,97.384,19.896,31.904,3.976,8.224,14.488,27.444,97.285,90.896,6.16,86.66,34.624,13.568,75.736,236.6
Wed 02 Jan 2019 11:00,23.462,14.272,1.392,47.52,16.031,0.012,38.864,6.848,17.472,30.3,5.551,19.968,19.431,56.319,63.552,168.5,92.728,19.96,32.223,10.232,20.552,14.56,27.2,68.711,102.648,6.1,87.52,34.74,13.808,70.568,249.6
Wed 02 Jan 2019 11:30,23.472,24.51,1.448,40.608,15.678,0.012,38.672,6.84,8.799,30.1,6.031,19.04,19.79,59.391,65.28,290.46,73.888,19.848,32.03,10.079,21.016,14.64,31.836,3.425,102.544,6.05,86.3,34.52,13.776,74.744,249.3
Wed 02 Jan 2019 12:00,8.184,24.648,1.855,36.768,15.968,0.014,38.48,6.744,8.224,30.3,5.951,20.063,16.736,59.615,37.472,296.76,48.32,19.896,31.519,0.288,21.094,14.488,27.652,3.586,102.48,6,91.34,34.748,14.384,50.144,251.4
Wed 02 Jan 2019 12:30,0.022,24.496,2.104,46.816,31.104,0.013,38.384,11.406,7.551,30.3,5.688,20.064,8.704,61.696,31.006,296.76,34.944,19.808,31.232,14.368,20.44,14.471,26.688,3.47,102.336,5.97,88.18,34.788,23.136,36.064,266
Wed 02 Jan 2019 13:00,0.02,24.664,2.136,47.264,41.248,0.012,38.304,6.952,10.496,30.2,5.686,20.063,8.696,57.76,27.935,296.76,34.264,19.784,31.552,12.368,8.56,14.431,26.924,3.536,102.224,5.91,90.4,27.164,22.398,37.512,266.7
Wed 02 Jan 2019 13:30,0.022,21.232,2.112,64.256,41.12,0.014,38.32,6.928,8.351,30.4,5.879,20.064,12.783,56.864,30.399,296.54,61.008,19.72,31.936,0.28,8.576,14.407,23.32,62.815,102.064,5.87,87.02,6.108,14.175,35.44,263.4
Wed 02 Jan 2019 14:00,0.022,19.888,1.976,53.664,40.928,0.012,38.207,6.992,5.824,30.2,5.888,20.127,20.36,58.368,29.952,295.64,68.072,19.696,32.16,13.712,8.616,14.408,19.512,80.147,102.056,5.75,87.26,5.896,14.256,35.048,269
Wed 02 Jan 2019 14:30,9.8,19.808,2.071,56.447,41.247,0.013,38.287,6.968,9.535,30.3,5.912,19.2,20.216,60.256,28.095,296.78,84.232,19.6,32.031,0.28,8.672,14.615,19.36,81.128,87.496,5.69,85.2,5.42,14.287,72.272,277.9
Wed 02 Jan 2019 15:00,23.584,19.896,1.662,52.576,40.32,0.013,26.656,6.959,7.2,30.3,5.944,20.288,20.08,59.776,11.84,297.14,70.424,19.568,32.512,12.615,8.648,14.64,19.04,93.978,55.816,5.66,92.26,3.8,14.016,85.712,281.8
Wed 02 Jan 2019 15:30,23.51,11.088,1.887,31.712,40.415,0.013,0.782,6.944,12.576,30.3,6.136,20.191,18.904,58.015,8.352,295.96,77.776,19.656,32.127,8.656,8.735,14.638,17.796,92.107,55.28,5.63,86.4,3.716,14.048,87.28,281
Wed 02 Jan 2019 16:00,23.502,11.128,2.006,37.791,40.064,0.013,0.782,6.92,16.288,30.2,6.471,13.44,17.024,57.471,8.352,296.1,76.744,19.664,31.903,4.92,8.735,14.68,17.012,84.725,55.296,5.6,86.38,4.248,14,76.056,284.9
Wed 02 Jan 2019 16:30,23.474,11.479,2.128,43.903,40.287,0.013,0.815,6.959,18.08,30.1,9.28,4.736,16.936,58.56,8.096,34.12,63.136,19.6,32.095,12.271,8.712,10.184,17.26,3.205,6.888,5.57,86.46,3.804,13.6,79.176,283.2
Wed 02 Jan 2019 17:00,23.508,10.968,2.144,24.864,40.383,0.012,0.798,6.928,10.815,30.1,10.56,4.831,18.552,37.951,17.92,1.48,65.728,19.575,31.936,19.136,9.688,6.398,18.524,2.995,0.824,5.52,86.14,10.012,13.776,74.256,268.5
Wed 02 Jan 2019 17:30,23.512,0.584,1.999,1.566,40.031,0.012,0.815,11.598,15.391,30.1,11.815,4.735,22.512,19.488,58.784,1.46,70.48,19.584,31.551,0.472,8.896,6.43,18.044,3.16,0.824,5.45,86.16,31.96,13.888,71.336,263.3
Wed 02 Jan 2019 18:00,23.536,0.528,2.24,1.503,40.415,0.012,0.832,6.943,16.384,30.1,13.575,4.575,14.768,20.254,58.848,1.24,76.384,19.696,31.775,13.232,8.864,6.439,18.512,3.102,0.824,5.4,86.34,31.832,14.511,73.696,261.8
Wed 02 Jan 2019 18:30,23.54,0.536,2.224,1.472,40.064,0.013,0.798,6.944,11.135,30.2,14.736,4.64,18.744,19.712,58.751,1.22,90.248,19.808,31.551,11.327,8.752,10.736,21.608,3.095,0.824,5.39,86.14,31.924,23.216,82.512,251.7
Wed 02 Jan 2019 19:00,23.55,0.536,2.224,1.376,40.32,0.012,0.782,6.936,12.702,30.2,16.112,4.352,20.432,17.792,58.656,1.2,91.008,19.712,31.424,3.224,8.832,14.334,21.38,3.091,0.816,5.38,85.8,31.9,22.624,87.832,250.9
Wed 02 Jan 2019 19:30,23.528,0.512,2.376,1.376,39.999,0.014,0.815,6.896,15.04,30.1,17.728,4.352,19.087,12.224,58.752,1.18,106.312,19.792,32.16,12.295,8.68,14.335,22.204,3.144,0.824,5.38,85.58,31.732,13.968,86.56,249.3
Wed 02 Jan 2019 20:00,23.544,0.424,2.536,1.312,40.224,0.014,0.815,6.832,15.584,30.2,17.632,4.384,20.055,13.984,58.464,4.12,112.064,19.904,31.646,13.04,8.208,14.399,24.856,12.037,31.568,5.36,85.04,20.56,14.224,80.888,251.3
Wed 02 Jan 2019 20:30,23.564,0.407,2.536,1.472,40.383,0.014,0.815,6.824,14.752,30.2,14.92,4.512,20.063,13.216,61.28,168.86,112.84,19.96,31.775,2.919,8.264,14.472,21.444,85.456,53.696,5.38,85.24,6.056,14.512,75.352,242.9
Wed 02 Jan 2019 21:00,23.56,0.312,2.48,1.376,40,0.014,0.815,6.768,6.111,29.9,10.872,4.32,18.608,12.768,61.312,168.52,81.488,20.007,31.935,11.416,8.183,14.447,21.504,93.32,53.84,5.36,85.44,25.752,14.431,69.208,241.2
Wed 02 Jan 2019 21:30,23.562,0.296,2.272,8.511,40.415,16.611,0.815,15.072,16.544,30,8.496,4.192,19.344,11.008,62.015,168.38,79.456,20.112,32.48,12.503,8.328,14.472,23.02,92.542,53.928,5.37,85.34,31.172,14.512,65.64,245.4
Wed 02 Jan 2019 22:00,23.572,0.288,2.135,11.936,40.064,16.63,0.832,14.784,17.087,30.1,7.664,4.128,27.44,11.136,62.783,168.5,66.104,20.072,32.223,3.44,9.52,14.519,20.924,89.533,54.016,5.36,84.9,31.528,14.48,65.016,239
Wed 02 Jan 2019 22:30,23.582,0.263,1.416,11.904,40.352,16.44,0.832,12.008,11.775,30.1,5.808,4.448,29.567,11.168,40.992,209.9,63.264,20.143,32.095,8.815,18.064,14.52,20.952,88.479,54.144,5.38,84.82,31.768,14.032,62.28,241.9
Wed 02 Jan 2019 23:00,19.474,0.271,1.447,11.808,40,16.36,0.832,11.824,14.304,30.1,5.136,3.934,30.928,10.943,26.976,296.2,56.192,20.079,31.776,14.416,29.992,14.511,17.848,92.537,54.112,5.37,84.56,32.112,14.272,47,243
