Interval End,Yarrawonga Offtake Pump station,Yarrawonga Wastewater Winter Storage - Irrigation,Non Potable Offtake Water Pump Station (purple pipe),Wangaratta Kerr St Tanks,Wangaratta Wastewater Purification Plant,Myrtleford Buffalo Creek Sewer Pump Station,Baranduda Low Level Water Pump Station,Wodonga (Baranduda) Wastewater Purification Plant,Mount Beauty Wastewater Purification Plant,Bright Wastewater Purification Plant,Wangaratta - Phillipson St Storage  Clear Water Pump Station,Myrtleford Water Treatment Plant & Reservoir,Corryong Water Treatment Plant - Water Storage 3,Wodonga Head Office,Bright Water Treatment Plant & Off stream storage,Wodonga Raw Water Pump Station,Wangaratta Offtake / Treatment Plant / Distribution Pumping,Benalla Wastewater Purification Plant / Farm,Wangaratta Wastewater Purification Plant,Wangaratta Swan St Sewer Pump Station,Wangaratta Trade Waste Treatment Plant,Wahgunyah Wastewater Purification Plant,Wodonga Pump Station 01,Wahgunyah Water Treatment Plant,Wodonga High Level Water Pump Station,Corryong Offtake Sewer Pump Station (Nariel Creek),Wodonga Water Treatment Plant,Benalla Water Treatment Plant,Myrtleford Wastewater Purification Plant - Area 2 (Depot),Yarrawonga Water Treatment Plant,Wodonga West Wod Wastewater Purification Plant
Mon 29 Apr 2019 02:30,0.022,2.6,2.224,1.407,15.102,0.012,42.192,11.248,9.184,29.7,2.424,19.551,2.864,9.248,29.376,298.72,45.52,18.712,40.159,0.222,17.576,16.464,13.628,1.702,53.96,0.05,6.84,3.696,15.375,9.92,196.9
Mon 29 Apr 2019 03:00,0.024,1.88,1.904,1.312,15.102,0.012,42.048,14.128,9.919,29.7,2.168,20.16,2.672,9.248,13.12,298.92,55.088,18.672,40.48,0.222,17.543,16.616,12.464,2.568,53.952,0.05,5.64,3.624,15.488,17.792,192.6
Mon 29 Apr 2019 03:30,0.022,2.487,2.016,1.471,15.102,0.012,41.936,12.848,6.208,29.7,2.304,20.159,2.608,9.375,10.08,298.62,55.344,18.664,40.736,10.055,17.535,16.304,12.848,2.301,53.84,0.04,5.34,3.632,16.24,13.072,194.6
Mon 29 Apr 2019 04:00,0.024,2.168,2.2,1.408,15.135,0.012,41.824,11.784,9.215,29.8,2.232,18.784,2.519,8.672,10.784,298.7,54.832,18.687,40.8,1.591,17.536,16.255,13.552,1.832,53.76,0.05,5.42,4.024,17.264,10.04,186.3
Mon 29 Apr 2019 04:30,0.022,2.352,2.128,1.439,15.168,0.012,41.76,11.648,7.167,29.8,2.52,19.456,2.592,9.056,10.784,298.74,55.296,18.696,40.864,0.231,17.631,16.216,13.152,1.963,53.728,0.05,5.34,4.028,17.2,10.392,182.9
Mon 29 Apr 2019 05:00,0.024,2.52,2.224,1.312,15.135,0.012,14.032,12.008,9.216,29.8,2.192,18.496,2.502,8.672,10.72,298.04,54.552,18.656,41.183,6.654,17.623,16.295,12.28,2.078,53.608,0.04,6.08,3.952,17.168,22.232,185.9
Mon 29 Apr 2019 05:30,0.022,1.704,2.368,1.471,15.582,0.012,0.19,13.159,8.864,29.6,2.592,17.664,2.912,8.768,10.752,204.66,52.976,18.648,40.575,1.839,18.272,16.344,12.324,2.781,53.664,0.05,7.12,4.364,9.76,10.72,185.4
Mon 29 Apr 2019 06:00,0.022,2.431,2.064,1.376,15.584,0.012,0.175,13.552,6.72,29.6,2.951,18.592,2.52,9.28,7.616,0.52,46.064,18.656,40.864,0.222,13.328,16.391,13.352,1.48,53.488,0.05,5.78,3.984,0.046,22.64,182.8
Mon 29 Apr 2019 06:30,0.024,2.519,2.192,1.439,15.968,0.012,0.19,11.216,7.072,29.5,3.48,17.984,2.528,8.832,7.903,0.46,50.16,18.72,40.799,10.135,9.151,16.488,13.872,35.195,53.48,0.04,5.36,3.988,6.623,11.216,180.7
Mon 29 Apr 2019 07:00,0.022,2.135,2.232,1.375,17.12,0.012,0.175,11.391,9.856,29.4,4.039,17.344,2.543,44.256,7.904,0.52,37.68,18.712,40.448,0.222,8.048,16.488,15.236,76.478,53.384,0.05,5.24,3.928,15.279,23.688,183
Mon 29 Apr 2019 07:30,0.022,2.679,0.848,8.032,16.96,0.012,0.19,12.872,9.151,29.7,6.111,18.079,2.703,51.167,8.384,0.48,73.408,18.736,41.28,0.743,7.95,16.64,18.068,75.842,11.536,0.05,5.16,3.924,15.488,12.96,187.4
Mon 29 Apr 2019 08:00,9.91,2.119,0.328,11.904,16.576,0.012,0.19,13.184,7.136,29.8,6.527,17.887,7.664,46.144,7.648,0.54,103.52,18.728,40.671,11.039,8.04,16.688,21.152,74.933,0.744,0.04,7.72,4.932,15.502,44.6,193.9
Mon 29 Apr 2019 08:30,23.138,1.264,0.432,11.776,16.736,0.012,0.206,11.992,8.926,29.8,7.392,17.76,16.271,44.063,7.296,0.46,114.032,18.688,40.768,16.288,8.856,16.672,29.336,71.579,0.744,0.05,6,5.74,16.4,55.6,189.7
Mon 29 Apr 2019 09:00,23.08,0.752,0.32,11.744,16.351,0.012,0.19,12.6,10.112,29.8,4.975,4.672,15.111,39.392,7.776,0.52,100.632,18.576,39.935,13.296,8.552,16.56,38.224,76.953,0.736,0.04,69.62,4.236,17.296,54.624,197.1
Mon 29 Apr 2019 09:30,23.094,1.304,0.44,11.776,16.64,0.012,0.19,11.687,10.784,29.8,3.935,3.648,16.142,36.256,6.943,0.46,86.104,18.568,39.904,9.64,8.032,16.575,38.668,76.645,0.736,0.05,77.54,28.292,17.296,49.784,197.9
Mon 29 Apr 2019 10:00,23.056,0.815,0.304,11.744,16.639,0.012,0.191,7.022,11.296,29.9,3.736,3.52,18.848,35.648,42.687,0.5,81.536,18.456,39.936,9.591,7.743,16.719,42.568,77.003,0.736,0.05,77.92,31.36,17.248,52.312,196.3
Mon 29 Apr 2019 10:30,23.068,0.766,0.4,3.103,16.48,0.012,0.19,7.006,10.719,29.9,3.448,3.52,18.664,32.992,55.328,137.72,89.16,18.432,40.544,12.992,7.791,16.6,33.264,77.44,45.984,0.04,78.02,32.156,10.08,55.536,204.2
Mon 29 Apr 2019 11:00,23.068,0.759,0.336,1.12,16.672,0.012,0.19,6.944,12,29.9,3.199,3.551,18.399,32.256,55.743,170.64,70.672,18.392,40.256,3.303,7.759,16.592,34.224,77.761,56.336,0.05,77.7,14.032,0.095,56.44,199.8
Mon 29 Apr 2019 11:30,23.078,10.575,0.312,1.088,15.168,0.012,0.19,7.04,10.688,30.1,3.392,3.519,16.352,29.472,55.872,170.84,90.64,18.48,40.32,22.408,7.759,16.64,32.588,80.665,56.344,0.05,78.08,11.644,6.8,44,206.7
Mon 29 Apr 2019 12:00,23.066,10.696,0.432,1.216,15.552,0.012,0.19,6.999,8.192,30.1,3.328,3.775,6.519,31.327,55.903,170.7,94.968,18.416,39.999,0.222,7.831,16.608,26.592,77.2,56.304,0.04,78.32,30.864,15.663,53.944,212.5
Mon 29 Apr 2019 12:30,1.394,10.664,1.376,1.119,15.038,0.012,0.19,10.744,9.376,30.2,3.504,3.584,6.672,30.367,55.936,170.58,83.696,18.336,40.19,12.32,8.606,16.544,27.36,83.236,56.288,0.05,75.46,31.044,15.695,15.216,213
Mon 29 Apr 2019 13:00,0.022,10.784,0.479,1.12,15.52,0.012,0.19,7.015,11.424,30.1,3.295,3.68,5.32,30.206,57.92,170.72,84.248,18.344,40.095,0.215,7.616,16.695,27.568,64.923,56.312,0.05,83.42,30.896,15.807,25.056,213.2
Mon 29 Apr 2019 13:30,0.024,10.736,0.568,1.216,15.07,0.012,0.19,6.999,10.4,30.3,3.167,4.096,3.607,30.559,33.664,170.04,69.032,18.352,40.062,14.56,12.615,16.68,25.64,2.399,56.08,0.04,77.7,31.06,16.752,21.896,215.4
Mon 29 Apr 2019 14:00,0.022,10.792,1.36,1.152,15.455,0.012,0.19,6.975,8.064,30.2,3.272,16,2.904,28.544,27.68,170.74,70.296,18.296,40.095,11.175,13.68,16.728,25.792,1.901,56.248,0.07,77.58,31.456,17.28,15.72,207.4
Mon 29 Apr 2019 14:30,0.022,0.88,1.904,1.12,15.422,0.012,0.19,6.983,10.016,29.9,3.016,20.032,2.84,27.231,14.976,170.54,75.48,18.352,39.84,0.222,13.912,16.496,28.512,2.066,56.248,0.06,77.44,26.372,17.216,24.936,201.3
Mon 29 Apr 2019 15:00,0.024,0.832,0.815,3.648,15.199,0.012,0.175,7.016,10.048,29.9,3.311,19.36,2.912,30.048,6.335,170.54,86.008,18.328,39.84,10.863,13.688,16.328,25.268,1.716,56.264,0.07,77.32,3.888,17.264,12.168,202.2
Mon 29 Apr 2019 15:30,0.022,0.84,1.96,11.712,15.455,0.012,0.175,6.983,9.311,29.9,3.208,19.744,2.808,32.8,6.528,32.78,80.768,18.256,39.648,0.222,12.895,16.344,27.788,2.113,56.2,0.06,77.42,4.124,9.728,28.024,198.7
Mon 29 Apr 2019 16:00,0.022,0.832,1.808,11.68,15.102,0.012,0.126,7.08,8.704,29.8,3.208,19.488,2.911,33.92,5.983,0.42,52.568,18.248,39.84,11.207,8.288,16.279,26.248,1.49,56.272,0.07,77.3,3.748,0.046,32.728,206.7
Mon 29 Apr 2019 16:30,16.714,1.248,2.288,11.68,16.511,0.012,0.126,6.944,9.184,29.6,3.31,9.632,2.808,34.592,5.919,0.48,20.984,18.296,39.584,0.215,7.368,11.184,22,2.073,11.384,0.06,77.36,3.668,6.639,64.256,207
Mon 29 Apr 2019 17:00,23.046,0.832,2.24,6.176,15.038,0.012,0.19,6.936,9.92,29.6,3.512,5.888,2.744,31.775,5.727,0.58,22.248,18.304,39.872,15.832,7.44,7.792,20.436,2.662,0.768,0.06,77.06,3.628,15.471,54.84,206.1
Mon 29 Apr 2019 17:30,23.03,0.791,0.72,1.184,15.07,0.012,0.175,10.735,10.432,29.6,3.951,5.888,2.759,32.383,5.95,0.42,16.68,18.264,39.808,5.583,7.519,7.784,21.9,1.568,0.76,0.06,59.38,3.62,15.712,48.384,205.5
Mon 29 Apr 2019 18:00,23.05,0.775,2.152,1.184,15.135,0.012,0.19,6.944,6.464,29.8,4.896,5.888,2.695,24.064,5.792,0.42,16.144,18.288,40.192,4.415,7.623,7.806,23.4,1.695,0.752,0.05,10.94,13.328,15.856,48.912,201.2
Mon 29 Apr 2019 18:30,23.062,0.791,2.128,1.28,15.135,0.012,0.175,6.952,8.383,29.8,5.08,5.631,2.648,14.654,6.112,0.44,19.064,18.328,39.967,13.72,7.696,12.432,23.188,1.473,0.752,0.04,6.9,12.96,16.528,57.376,200.5
Mon 29 Apr 2019 19:00,23.066,1.039,1.936,1.375,15.168,0.012,0.19,6.968,11.456,29.8,4.36,5.952,2.992,14.656,5.792,0.42,17.144,18.376,40.192,0.222,7.751,15.496,24.124,1.669,0.744,0.05,6.72,31.32,17.2,53.864,197.7
Mon 29 Apr 2019 19:30,23.078,0.766,2.008,1.376,15.2,0.012,0.19,6.983,8.096,29.7,4.072,5.792,2.712,14.943,5.759,0.48,17.016,18.48,40.192,11.216,7.752,15.583,30.408,2.551,0.744,0.05,6.76,30.448,17.376,40.44,197.6
Mon 29 Apr 2019 20:00,23.086,1.111,1.439,1.28,15.2,0.012,0.19,6.999,7.2,29.6,4.344,5.792,2.775,15.007,6.336,0.44,15.744,18.464,40.672,17.456,7.735,15.719,26.764,2.464,0.744,0.04,6.68,30.676,17.264,53.808,198.2
Mon 29 Apr 2019 20:30,23.054,1.848,1.584,1.344,15.232,0.012,0.175,7.008,10.176,29.6,3.672,5.503,2.663,10.718,6.176,0.44,26.024,18.52,40.736,4.175,7.816,15.824,29.376,1.507,0.752,0.05,8.48,31.212,9.808,51.712,198.7
Mon 29 Apr 2019 21:00,6.214,1.871,1.95,1.376,15.264,0.012,0.19,7.015,9.695,29.8,3.871,5.024,2.735,10.528,6.208,0.46,23.504,18.544,40.191,6.303,7.896,15.752,26.848,1.934,0.744,0.05,6.66,31.088,0.239,22.152,199.9
Mon 29 Apr 2019 21:30,0.024,1.848,2.024,1.407,15.264,0.012,0.19,12.84,9.088,29.8,3.632,3.904,2.76,10.272,6.463,0.54,25.248,18.568,40.768,15.568,8.272,15.646,27.864,1.72,0.728,0.04,7.12,31.392,6.655,23.936,204.6
Mon 29 Apr 2019 22:00,0.022,2.48,1.536,1.28,15.264,0.012,0.175,12.872,8.863,29.7,3.631,3.712,3.135,10.176,16.191,0.46,48.616,18.592,40.384,1.351,7.959,15.608,25.008,2.386,0.744,0.05,7.5,31.74,15.6,10.896,206.6
Mon 29 Apr 2019 22:30,0.022,1.984,2.184,1.408,15.296,0.012,0.19,10.832,7.776,29.8,3.415,3.776,2.848,8.832,55.583,0.48,56.208,18.631,40.672,9.247,7.912,15.727,27.016,2.71,0.736,0.05,6.76,31.676,15.632,10.208,203.9
Mon 29 Apr 2019 23:00,0.022,2.032,2.072,1.408,15.328,0.012,0.19,10.344,9.312,29.7,3.368,3.871,2.655,8.704,56.128,0.54,56.376,18.624,40.831,0.222,9.792,15.695,24.256,2.133,0.744,0.04,8.38,21.944,15.744,22.272,207.3
Mon 29 Apr 2019 23:30,0.022,1.896,1.567,1.312,15.264,0.012,31.984,11.856,7.519,29.7,3.04,3.615,3.271,8.704,55.071,137.14,44.24,18.656,41.44,13.344,18.072,15.791,20.992,1.66,43.712,0.05,6.68,3.908,16.512,10.2,208.5
Tue 30 Apr 2019 00:00,0.022,2.943,0.32,1.407,15.296,0.012,39.264,13.111,7.264,29.6,2.903,4.735,15.344,8.864,57.279,171.16,20.472,18.655,41.247,0.222,17.808,15.856,23.544,1.728,53.584,0.05,6.68,3.836,17.344,10.288,211.1
Tue 30 Apr 2019 00:30,0.022,2.24,0.448,1.44,15.36,0.012,39.024,12.912,7.552,29.7,2.839,3.551,15.408,8.928,59.584,170.76,21.672,18.695,40.48,8.736,17.656,15.824,21.808,2.871,53.416,0.04,6.66,4.2,17.216,22.392,202
Tue 30 Apr 2019 01:00,0.024,2.168,0.32,1.407,15.296,0.012,38.784,10.768,10.655,29.6,0.816,3.807,14.88,8.704,67.392,170.26,20.84,18.736,36.768,0.215,18.168,15.84,19.388,2.158,53.224,0.05,6.68,4.288,17.328,9.712,207
Tue 30 Apr 2019 01:30,0.022,1.751,0.424,1.312,15.296,0.012,38.768,10.416,7.904,30.1,2.432,3.648,16.28,9.312,29.247,170.6,21.432,18.76,36.64,6.319,18.24,15.991,16.704,1.499,53.248,0.04,8.54,4.272,9.904,9.912,208.7
Tue 30 Apr 2019 02:00,0.022,1.864,0.911,1.407,15.36,0.012,38.752,12.688,4.447,29.9,1.984,3.615,17.368,9.759,27.904,170.98,20.184,18.768,40.639,4.247,17.744,15.991,15.416,1.697,53.416,0.05,7.52,4.632,0.062,12.648,203.1
Tue 30 Apr 2019 02:30,0.022,1.92,2.192,1.439,15.36,0.012,38.56,14.919,9.472,29.9,2.12,3.807,18.216,9.376,29.344,170.1,20.296,18.768,40.127,0.222,17.728,15.968,13.988,2.535,53.224,0.05,6.68,4.3,6.816,10.864,203.2
Tue 30 Apr 2019 03:00,0.024,2.664,2.168,1.439,15.36,0.012,38.464,12.96,9.471,29.8,2.288,3.648,18.36,9.792,16.192,170.56,19.04,18.784,40.256,10.894,17.912,15.96,14,2.744,53.304,0.04,6.82,4.284,15.552,21.968,198.3
Tue 30 Apr 2019 03:30,0.022,2.816,1.975,1.376,15.392,0.012,38.432,10.296,6.752,29.6,2.392,3.615,18.544,9.184,9.92,170.5,20.2,18.784,40.832,0.222,17.752,16.008,13.54,1.5,53.272,0.05,6.72,4.228,15.599,10.144,198.1
Tue 30 Apr 2019 04:00,0.022,1.96,2.008,1.376,15.392,0.012,38.24,10.383,8.511,29.6,2.176,3.582,8.824,9.088,9.888,170.34,30.032,18.8,40.608,0.222,17.856,15.975,12.96,1.695,53.152,0.05,8.56,4.292,15.712,9.616,197.4
Tue 30 Apr 2019 04:30,0.022,2.304,2.264,1.439,15.36,0.012,38.144,12.424,7.296,29.8,2.512,3.807,8.606,9.536,9.056,170.28,55.552,18.768,40.287,6.879,17.824,15.888,12.788,1.819,53.072,0.04,6.76,4.292,16.479,9.96,195.2
Tue 30 Apr 2019 05:00,0.024,2.168,2.368,1.408,15.328,0.012,37.936,13.048,8.512,29.7,2.216,3.712,17.512,9.536,7.456,170.28,52.84,18.752,40.288,3.463,17.894,15.896,13.28,2.725,52.976,0.05,6.72,4.184,17.407,22.544,197.1
Tue 30 Apr 2019 05:30,0.022,1.52,2.24,1.439,15.84,0.012,37.92,13.303,8.544,29.9,2.487,3.582,9.943,9.088,7.967,170.44,36.624,18.8,40.224,0.222,17.88,15.936,13.44,2.247,52.96,0.05,6.66,4.272,17.2,10.496,195.1
Tue 30 Apr 2019 06:00,0.022,1.134,2.128,1.44,15.711,0.012,37.728,11.336,6.336,29.8,2.799,3.775,6.152,10.208,7.136,33.4,21.608,18.808,40.511,0.222,14.008,15.807,13.244,1.922,52.776,0.04,6.68,4.288,17.376,22.48,194.9
Tue 30 Apr 2019 06:30,0.022,1.959,2.256,1.312,15.392,0.012,37.632,10.688,7.456,29.6,3.6,3.582,6.312,11.199,7.615,0.5,23.464,18.8,40.511,0.231,8.552,15.896,13.8,1.72,25.528,0.05,9.2,4.34,9.887,10.112,190.7
Tue 30 Apr 2019 07:00,0.022,1.695,2.216,1.472,15.776,0.012,37.648,12.856,10.496,29.8,4.376,3.551,6.656,44.352,7.488,0.52,25.896,18.784,41.024,11.831,8.271,16.008,16.628,2.134,0.744,0.04,6.56,4.464,0.174,23.64,185.5
Tue 30 Apr 2019 07:30,0.024,1.808,2.256,3.424,15.36,0.012,7.695,13.224,8.896,29.9,0.359,3.775,6.432,48.672,7.134,0.52,28.944,18.832,41.12,0.222,8.24,16.055,17.856,2.665,0.744,0.05,72.46,4.14,6.735,13.848,178.6
Tue 30 Apr 2019 08:00,13.066,2.144,2.128,11.999,15.84,0.012,0.19,12.344,7.008,29.9,0,3.582,16.088,46.528,7.872,0.46,50.176,18.816,41.216,14.671,8.08,16.024,22.708,52.513,0.744,0.05,75.62,21.024,15.744,42.656,177.3
Tue 30 Apr 2019 08:30,23.148,0.944,1.528,11.808,15.36,0.012,0.19,10.184,8.991,29.8,0,3.647,17.087,42.656,7.008,0.52,49.544,18.752,40.32,9.599,8.2,16.032,30.068,73.614,0.736,0.04,76.3,30.716,15.936,55.552,180.2
Tue 30 Apr 2019 09:00,23.426,2.592,0.432,11.68,16.607,0.012,0.222,12.144,9.279,30,0,4.255,6.463,35.903,7.551,0.46,70.664,18.696,40.575,12.823,9.072,16.039,36.072,75.108,0.736,0.05,75.22,30.9,15.856,61.792,187.9
Tue 30 Apr 2019 09:30,23.42,0.928,0.448,11.615,15.232,0.012,0.19,12.615,7.84,30,0,5.087,6.47,34.976,6.687,0.5,69.456,18.528,40.224,15.304,13.984,16.064,32.476,72.012,0.728,0.05,75.38,31.224,16.496,43.08,200.5
Tue 30 Apr 2019 10:00,23.4,0.928,0.99,7.584,15.584,0.012,0.19,7.015,8.48,30,0,4.16,6.8,32.736,7.136,0.42,47.928,18.416,39.936,14.024,15.096,16.103,1.428,49.191,0.728,0.04,75.4,31.732,17.248,54.16,221.9
Tue 30 Apr 2019 10:30,23.412,0.896,1.935,1.152,15.168,0.012,0.19,7.031,8.575,30,0,4.832,6.519,34.303,49.631,137.58,53.128,18.472,39.871,4.335,13.879,16.118,6.092,56.254,0.72,0.05,76.26,31.924,17.424,52.424,230.8
Tue 30 Apr 2019 11:00,23.436,0.752,1.92,1.087,15.455,0.012,0.19,7.031,9.536,30,0,3.712,6.407,31.967,56.064,170.58,26.032,18.408,40.224,12.895,13.568,16.2,33.8,75.421,0.72,0.05,79.58,32.364,17.2,39.792,245.6
Tue 30 Apr 2019 11:30,23.418,10.816,1.847,1.119,15.423,0.012,0.175,7.015,10.752,30.2,0,4.128,6.416,30.72,56.96,170.2,23.176,18.408,40.062,9.831,13.543,16.263,29.624,69.954,0.72,0.04,74.74,32.052,9.808,49.44,255.9
Tue 30 Apr 2019 12:00,23.422,10.951,1.903,1.119,15.038,0.012,0.206,6.928,7.552,30.1,0,4.448,6.414,30.111,57.184,170.34,22.664,18.352,40.288,3.503,14.583,16.015,25.884,69.779,0.712,0.05,75.28,11.708,0.095,50.816,277.2
Tue 30 Apr 2019 12:30,23.384,10.816,1.958,1.215,15.487,0.012,0.19,10.879,7.968,28.7,0,5.056,5.816,28.543,58.176,169.9,23.864,18.328,39.648,11.199,11.52,15.8,26.896,68.285,37.736,0.04,74.74,3.604,6.704,38.52,274.9
Tue 30 Apr 2019 13:00,23.4,10.8,0.768,1.12,15.007,0.012,0.175,7.008,10.687,29.3,0,5.216,3.704,27.871,58.207,170.3,21.512,18.32,40.192,0.222,9.783,15.88,25.728,77.936,53.528,0.05,74.68,3.84,15.44,51.416,277.2
Tue 30 Apr 2019 13:30,14.06,10.76,0.312,0.447,15.584,0.012,0.175,6.952,9.503,29.4,0.688,5.023,3.119,29.759,50.112,170.06,24.496,18.288,40.256,11.687,8.456,15.824,22.492,77.402,53.48,0.04,75.14,4.076,15.712,28.816,272.1
Tue 30 Apr 2019 14:00,0.022,10.648,0.351,0,16.126,0.012,0.126,7.032,7.71,29.5,2.72,5.023,2.752,26.912,27.935,170.2,48.76,18.4,40.544,0.399,7.655,15.848,21.096,76.062,53.624,0.05,75.86,4.268,15.935,23.36,292
Tue 30 Apr 2019 14:30,0.022,0.895,0.408,0,15.647,0.012,0.126,7,10.656,29.7,2.456,4.959,3.24,28.319,26.911,169.96,64.104,18.392,40.096,10.063,7.568,15.848,20.14,74.171,53.536,0.07,75.2,4.272,16.272,10.928,292.7
Tue 30 Apr 2019 15:00,0.022,0.848,1.655,0.127,15.135,0.012,0.158,7.031,9.28,29.6,2.32,4.992,3.2,33.28,7.647,169.96,66.704,18.408,40.544,11.471,7.471,15.824,20.092,69.853,53.648,0.06,74.6,4.252,17.152,22.152,284.9
Tue 30 Apr 2019 15:30,0.022,0.84,1.943,0.96,15.904,0.012,0.206,7.024,8.288,29.8,2.336,5.694,3.424,31.615,6.239,32.28,95.072,18.376,40.159,4.271,7.552,15.887,17.004,76.878,53.584,0.06,74.38,4.056,17.12,11.872,292.2
Tue 30 Apr 2019 16:00,0.024,0.879,0.759,0.927,15.359,0.012,0.158,7.064,8.991,29.7,2.328,18.624,3.535,29.952,7.648,0.48,69.016,18.512,40.064,6.207,7.583,15.894,16.48,37.944,53.712,0.06,73.66,4.364,17.072,19.512,296.5
Tue 30 Apr 2019 16:30,0.022,0.84,0.335,0.927,14.944,0.012,0.126,7.048,7.744,29.6,2.888,18.464,2.848,28.704,6.944,0.48,59.632,18.384,40.478,0.222,7.528,11.087,16.844,1.481,11.584,0.07,73.66,3.916,9.76,15.072,296.9
Tue 30 Apr 2019 17:00,0.022,1.263,0.191,0.927,15.327,0.012,0.11,7.056,8.256,29.6,2.968,18.048,2.872,29.152,6.047,0.42,49.984,18.424,39.679,13.583,7.48,7.806,16.188,2.13,0.768,0.06,73.52,28.268,0.11,23.664,283.9
Tue 30 Apr 2019 17:30,8.462,0.798,0.328,0.96,14.944,0.012,0.126,10.863,7.264,29.6,3.198,18.08,2.784,26.208,7.136,0.42,36.664,18.392,40.064,0.215,7.44,7.808,15.764,2.259,0.768,0.06,56.16,30.776,6.719,45.36,272.7
Tue 30 Apr 2019 18:00,23.448,0.798,0.207,1.055,14.88,0.012,0.19,7.008,5.696,29.6,3.512,18.912,2.848,21.984,6.944,0.42,16.576,18.528,40.032,10.76,7.615,7.84,16.812,1.678,0.768,0.06,9.56,31.112,15.232,72.848,267.6
Tue 30 Apr 2019 18:30,23.416,0.791,0.32,1.12,14.912,0.012,0.175,6.983,7.104,29.8,3.912,18.752,2.935,14.592,6.431,0.5,18.208,18.536,39.392,0.222,7.648,12.392,19.9,1.515,0.76,0.04,6.4,31.036,15.407,64.6,253.9
Tue 30 Apr 2019 19:00,23.18,1.064,0.847,1.088,15.935,0.012,0.19,6.992,7.2,29.9,4.255,6.88,11.2,15.295,6.912,0.42,16.376,18.607,39.552,15.72,7.656,15.616,19.812,1.728,0.76,0.04,6.78,31.316,15.631,38.528,247.2
Tue 30 Apr 2019 19:30,0.022,4.816,1.863,1.088,14.88,0.012,0.19,6.999,6.975,29.7,4.88,3.744,14.008,16.352,7.006,0.44,17.504,18.655,39.808,10.302,7.728,15.639,27.008,1.552,0.752,0.05,6.18,31.548,16.336,26.36,239.8
Tue 30 Apr 2019 20:00,3.642,2.6,1.976,1.152,14.88,0.012,0.175,6.944,6.431,29.7,5.24,3.743,15.416,15.008,6.911,0.42,28.008,18.688,39.68,3.967,8.568,15.744,28.06,2.067,0.736,0.04,6.14,31.808,17.136,32.704,246.1
Tue 30 Apr 2019 20:30,23.426,2.568,1.991,1.088,14.88,0.012,0.19,6.999,5.792,29.8,5.248,4.032,17.704,11.52,6.336,0.48,59.84,18.687,39.296,13.552,7.719,15.8,27.952,2.608,0.736,0.05,7.82,14.04,17.2,38.528,242.1
Tue 30 Apr 2019 21:00,23.42,3.382,1.975,1.12,14.88,0.012,0.143,6.936,8.64,30,4.888,4.672,18.592,10.752,6.784,0.42,62.056,18.624,39.2,11.519,7.703,15.782,26.92,1.954,0.744,0.04,6.14,3.976,17.152,50.816,241.7
Tue 30 Apr 2019 21:30,23.418,2.744,2.087,1.184,14.88,0.012,0.126,16.456,7.296,30.1,3.584,3.743,18.312,10.208,7.36,0.42,57.784,18.743,39.456,2.632,7.719,15.784,23.408,1.515,0.744,0.05,6.24,3.628,9.728,37.816,240
Tue 30 Apr 2019 22:00,23.434,1.615,2.056,1.248,14.88,0.012,0.142,11.248,5.824,29.9,2.832,3.712,19.112,9.536,7.775,0.44,58.384,18.752,39.36,12.415,7.855,15.864,23.968,1.772,0.736,0.04,6.92,3.644,0.11,50.336,239.7
Tue 30 Apr 2019 22:30,23.398,0.752,1.984,1.28,14.848,0.012,0.19,13.12,5.599,29.9,2.815,3.936,18.64,8.48,13.568,0.46,56.064,18.655,39.104,2.823,7.816,15.839,20.864,1.528,0.736,0.05,6.18,3.636,6.687,37.36,230.9
Tue 30 Apr 2019 23:00,23.418,0.759,1.216,1.28,14.88,0.012,0.175,13.016,7.904,30,2.871,3.743,18.215,8.832,52.896,0.5,29.96,18.632,39.456,8.311,9.655,15.975,20.4,1.705,0.744,0.05,7.92,3.56,15.487,37.328,235.2
Tue 30 Apr 2019 23:30,23.392,2.424,0.672,1.216,14.848,0.012,34.736,12.888,4.799,29.8,2.608,3.712,18.936,8.704,56.704,138.16,22.2,18.615,39.456,0.215,18,15.928,20.764,2.875,45.952,0.04,6.16,3.68,15.568,51.52,241
Wed 01 May 2019 00:00,23.42,0.752,0.454,1.248,14.848,0.012,42.911,11.534,5.984,29.8,1.92,3.776,7.208,8.768,57.792,170.42,21.968,18.615,39.711,12.471,17.576,16.023,19.076,2.097,56.44,0.04,6.22,3.584,15.6,38.552,249.2
Wed 01 May 2019 00:30,18.026,1.559,1.631,1.28,14.88,0.012,42.767,11.016,5.792,29.8,1.928,3.712,9.504,8.447,59.584,170.3,20.168,18.631,39.968,0.319,17.455,16.144,18.428,1.688,56.352,0.05,6.14,3.612,16.416,33.784,246.3
Wed 01 May 2019 01:00,0.022,2.087,0.744,1.28,14.848,0.012,42.608,13.256,9.183,29.9,2.208,3.872,18.135,8.608,59.295,170.12,21.648,18.616,39.872,12.472,17.431,16.207,17.184,1.525,56.2,0.04,6.14,3.576,17.168,10.352,249.2
Wed 01 May 2019 01:30,0.024,2.8,1.975,1.216,14.848,0.012,42.464,12.976,7.584,30,1.552,3.712,12.536,9.695,57.439,170,20.312,18.648,40.095,0.222,17.407,16.272,15.456,1.757,56.176,0.05,7.86,3.584,17.184,21.448,260.2
